name,mfr,type,calories,protein,fat,sodium,fiber,carbo,sugars,potass,vitamins,shelf,weight,cups,rating
Cinnamon Toast Crunch,1,0,0.6776234711100315,-1.4209018529962945,1.9871805755079517,0.6042382185347155,-0.908824405453825,-0.37576394228705273,0.4705516020797952,-0.7212114141590139,25,2,1.0,0.75,19.823573
Clusters,1,0,0.1610194386796114,0.41791230970479254,0.9870962335856492,-0.23623765189163715,-0.06417166894272619,-0.37576394228705273,0.017645685077992277,0.12597819515058284,25,3,1.0,0.5,40.400208
Cocoa Puffs,1,0,0.1610194386796114,-1.4209018529962945,-0.01298810833665317,0.24403427406627864,-0.908824405453825,-0.6109982801415491,1.376363436083401,-0.5800131459407478,25,2,1.0,1.0,22.736446
Corn Chex,6,0,0.1610194386796114,-0.501494771645751,-1.0130724502589556,1.4447140889610681,-0.908824405453825,1.7413450984034151,-0.8881661489256135,-1.0036079505955462,25,1,1.0,1.0,41.445019
Corn Flakes,2,0,-0.3555845937508087,-0.501494771645751,-1.0130724502589556,1.564782070450547,-0.4864980371982756,1.5061107605489186,-1.1146191074265148,-0.86240968237728,25,1,1.0,1.0,45.863324
Corn Pops,2,0,0.1610194386796114,-1.4209018529962945,-1.0130724502589556,-0.8365775593390319,-0.4864980371982756,-0.37576394228705273,1.1499104775824995,-1.0742070847046792,25,2,1.0,1.0,35.782791
Count Chocula,1,0,0.1610194386796114,-1.4209018529962945,-0.01298810833665317,0.24403427406627864,-0.908824405453825,-0.6109982801415491,1.376363436083401,-0.4388148777224817,25,2,1.0,1.0,22.396513
Cracklin' Oat Bran,2,0,0.1610194386796114,0.41791230970479254,1.9871805755079517,-0.23623765189163715,0.7804810675683727,-1.0814669558505419,0.017645685077992277,0.9025686703510465,25,3,1.0,0.5,40.448772
Cream of Wheat (Quick),3,1,-0.3555845937508087,0.41791230970479254,-1.0130724502589556,-0.9566455408285108,-0.4864980371982756,1.5061107605489186,-1.5675250244283179,-1.3707234479630381,0,2,1.0,1.0,64.533816
Crispix,2,0,0.1610194386796114,-0.501494771645751,-1.0130724502589556,0.7243062000241944,-0.4864980371982756,1.5061107605489186,-0.8881661489256135,-0.9330088164864131,25,3,1.0,1.0,46.895644
Crispy Wheat & Raisins,1,0,-0.3555845937508087,-0.501494771645751,-0.01298810833665317,-0.23623765189163715,-0.06417166894272619,-0.8462326179960455,0.6970045605806966,0.337775597477982,25,3,1.0,0.75,36.176196
Double Chex,6,0,-0.3555845937508087,-0.501494771645751,-1.0130724502589556,0.3641022555557576,-0.4864980371982756,0.8004077469854294,-0.4352602319238106,-0.22701747539508246,25,3,1.0,0.75,44.330856
Froot Loops,2,0,0.1610194386796114,-0.501494771645751,-0.01298810833665317,-0.41633962412585557,-0.4864980371982756,-0.8462326179960455,1.376363436083401,-0.9330088164864131,25,2,1.0,1.0,32.207582
Frosted Flakes,2,0,0.1610194386796114,-1.4209018529962945,-1.0130724502589556,0.48417023704523654,-0.4864980371982756,-0.1405296044325563,0.923457519081598,-1.0036079505955462,25,1,1.0,0.75,31.435973
Frosted Mini-Wheats,2,0,-0.3555845937508087,0.41791230970479254,-1.0130724502589556,-1.9171893927443424,0.35815469931282323,-0.1405296044325563,0.017645685077992277,0.05537906104144977,25,2,1.0,0.8,58.345141
Fruit & Fibre Dates; Walnuts; and Oats,4,0,0.6776234711100315,0.41791230970479254,0.9870962335856492,0.0038983110873207585,1.202807435823922,-0.6109982801415491,0.6970045605806966,1.467361743224111,25,3,1.25,0.67,40.917047
Fruitful Bran,2,0,0.6776234711100315,0.41791230970479254,-1.0130724502589556,0.9644421630031523,1.202807435823922,-0.1405296044325563,1.1499104775824995,1.3261634750058449,25,3,1.33,0.67,41.015492
Fruity Pebbles,4,0,0.1610194386796114,-1.4209018529962945,-0.01298810833665317,-0.2962716426363766,-0.908824405453825,-0.37576394228705273,1.1499104775824995,-1.0036079505955462,25,2,1.0,0.75,28.025765
Golden Crisp,4,0,-0.3555845937508087,-0.501494771645751,-1.0130724502589556,-1.376883476041687,-0.908824405453825,-0.8462326179960455,1.829269353085204,-0.791810548268147,25,1,1.0,0.88,35.252444
Golden Grahams,1,0,0.1610194386796114,-1.4209018529962945,-0.01298810833665317,1.4447140889610681,-0.908824405453825,0.09470473342194012,0.4705516020797952,-0.7212114141590139,25,2,1.0,0.75,23.804043
Grape Nuts Flakes,4,0,-0.3555845937508087,0.41791230970479254,-0.01298810833665317,-0.23623765189163715,0.35815469931282323,0.09470473342194012,-0.4352602319238106,-0.15641834128594942,25,3,1.0,0.88,52.076897
Grape-Nuts,4,0,0.1610194386796114,0.41791230970479254,-1.0130724502589556,0.12396629257679971,0.35815469931282323,0.565173409130933,-0.8881661489256135,-0.08581920717681635,25,3,1.0,0.25,53.371007
Great Grains Pecan,4,0,0.6776234711100315,0.41791230970479254,1.9871805755079517,-1.0166795315732502,0.35815469931282323,-0.37576394228705273,-0.661713190424712,0.05537906104144977,25,3,1.0,0.33,45.811716
Honey Graham Ohs,5,0,0.6776234711100315,-1.4209018529962945,0.9870962335856492,0.7243062000241944,-0.4864980371982756,-0.6109982801415491,0.923457519081598,-0.7212114141590139,25,2,1.0,1.0,21.871292
Honey Nut Cheerios,1,0,0.1610194386796114,0.41791230970479254,-0.01298810833665317,1.0845101444926313,-0.2753348530705009,-0.7286154490687974,0.6970045605806966,-0.08581920717681635,25,1,1.0,0.75,31.072217
Honey-comb,4,0,0.1610194386796114,-1.4209018529962945,-1.0130724502589556,0.24403427406627864,-0.908824405453825,-0.1405296044325563,0.923457519081598,-0.86240968237728,25,1,1.0,1.33,28.742414
Just Right Crunchy  Nuggets,2,0,0.1610194386796114,-0.501494771645751,-0.01298810833665317,0.12396629257679971,-0.4864980371982756,0.565173409130933,-0.20880727342290917,-0.5094140118316147,100,3,1.0,1.0,36.523683
Just Right Fruit & Nut,2,0,1.7108315359708717,0.41791230970479254,-0.01298810833665317,0.12396629257679971,-0.06417166894272619,1.2708764226944222,0.4705516020797952,-0.015220073067683292,100,3,1.3,0.75,36.471512
Kix,1,0,0.1610194386796114,-0.501494771645751,-0.01298810833665317,1.2045781259821102,-0.908824405453825,1.5061107605489186,-0.8881661489256135,-0.791810548268147,25,2,1.0,1.5,39.241114
Life,5,0,-0.3555845937508087,1.337319391055336,0.9870962335856492,-0.11616967040215818,-0.06417166894272619,-0.6109982801415491,-0.20880727342290917,-0.015220073067683292,25,2,1.0,0.67,45.328074
Lucky Charms,1,0,0.1610194386796114,-0.501494771645751,-0.01298810833665317,0.24403427406627864,-0.908824405453825,-0.6109982801415491,1.1499104775824995,-0.5800131459407478,25,2,1.0,1.0,26.734515
Maypo,0,1,-0.3555845937508087,1.337319391055336,-0.01298810833665317,-1.9171893927443424,-0.908824405453825,0.3299390712764365,-0.8881661489256135,-0.015220073067683292,25,2,1.0,1.0,54.850917
Muesli Raisins; Dates; & Almonds,6,0,2.2274355684012916,1.337319391055336,1.9871805755079517,-0.7765435685942924,0.35815469931282323,0.3299390712764365,0.923457519081598,1.0437669385693127,25,3,1.0,1.0,37.136863
Muesli Raisins; Peaches; & Pecans,6,0,2.2274355684012916,1.337319391055336,1.9871805755079517,-0.11616967040215818,0.35815469931282323,0.3299390712764365,0.923457519081598,1.0437669385693127,25,3,1.0,1.0,34.139765
Mueslix Crispy Blend,2,0,2.744039600831712,0.41791230970479254,0.9870962335856492,-0.11616967040215818,0.35815469931282323,0.565173409130933,1.376363436083401,0.9025686703510465,25,3,1.5,0.67,30.313351
Multi-Grain Cheerios,1,0,-0.3555845937508087,-0.501494771645751,-0.01298810833665317,0.7243062000241944,-0.06417166894272619,0.09470473342194012,-0.20880727342290917,-0.08581920717681635,25,1,1.0,1.0,40.105965
Nut&Honey Crunch,2,0,0.6776234711100315,-0.501494771645751,-0.01298810833665317,0.3641022555557576,-0.908824405453825,0.09470473342194012,0.4705516020797952,-0.791810548268147,25,2,1.0,0.67,29.924285
Nutri-Grain Almond-Raisin,2,0,1.7108315359708717,0.41791230970479254,0.9870962335856492,0.7243062000241944,0.35815469931282323,1.5061107605489186,0.017645685077992277,0.4789738656962481,25,3,1.33,0.67,40.69232
Nutri-grain Wheat,2,0,-0.8721886261812288,0.41791230970479254,-1.0130724502589556,0.12396629257679971,0.35815469931282323,0.8004077469854294,-1.1146191074265148,-0.08581920717681635,25,3,1.0,1.0,59.642837
Oatmeal Raisin Crisp,1,0,1.1942275035404517,0.41791230970479254,0.9870962335856492,0.12396629257679971,-0.2753348530705009,-0.2581467733598045,0.6970045605806966,0.337775597477982,25,3,1.25,0.5,30.450843
Post Nat. Raisin Bran,4,0,0.6776234711100315,0.41791230970479254,-0.01298810833665317,0.48417023704523654,1.6251338040794714,-0.8462326179960455,1.6028163945843024,2.3145513525337074,25,3,1.33,0.67,37.840594
Product 19,2,0,-0.3555845937508087,0.41791230970479254,-1.0130724502589556,1.924986014918984,-0.4864980371982756,1.2708764226944222,-0.8881661489256135,-0.7212114141590139,100,3,1.0,1.0,41.50354
Puffed Rice,5,0,-2.9386047559029094,-1.4209018529962945,-1.0130724502589556,-1.9171893927443424,-0.908824405453825,-0.37576394228705273,-1.5675250244283179,-1.1448062188138122,0,3,0.5,1.0,60.756112
Puffed Wheat,5,0,-2.9386047559029094,-0.501494771645751,-1.0130724502589556,-1.9171893927443424,-0.4864980371982756,-1.0814669558505419,-1.5675250244283179,-0.6506122800498808,0,3,0.5,1.0,63.005645
Quaker Oat Squares,5,0,-0.3555845937508087,1.337319391055336,-0.01298810833665317,-0.2962716426363766,-0.06417166894272619,-0.1405296044325563,-0.20880727342290917,0.19657732925971588,25,3,1.0,0.5,49.511874
Quaker Oatmeal,5,1,-0.3555845937508087,2.2567264724058793,0.9870962335856492,-1.9171893927443424,0.23145678883615847,-3.6690446722500027,-1.7939779829292193,0.19657732925971588,0,1,1.0,0.67,50.828392
Raisin Bran,2,0,0.6776234711100315,0.41791230970479254,-0.01298810833665317,0.6042382185347155,1.202807435823922,-0.1405296044325563,1.1499104775824995,2.0321548160971754,25,2,1.33,0.75,39.259197
Raisin Nut Bran,1,0,-0.3555845937508087,0.41791230970479254,0.9870962335856492,-0.23623765189163715,0.1469915151850485,-0.9638497869232937,0.24409864357889371,0.6201721339145142,25,3,1.0,0.5,39.7034
Raisin Squares,2,0,-0.8721886261812288,-0.501494771645751,-1.0130724502589556,-1.9171893927443424,-0.06417166894272619,0.09470473342194012,-0.20880727342290917,0.19657732925971588,25,3,1.0,0.5,55.333142
Rice Chex,6,0,0.1610194386796114,-1.4209018529962945,-1.0130724502589556,0.9644421630031523,-0.908824405453825,1.9765794362579114,-1.1146191074265148,-0.9330088164864131,25,1,1.0,1.13,41.998933
Rice Krispies,2,0,0.1610194386796114,-0.501494771645751,-1.0130724502589556,1.564782070450547,-0.908824405453825,1.7413450984034151,-0.8881661489256135,-0.86240968237728,25,1,1.0,1.0,40.560159
Shredded Wheat,3,0,-1.3887926586116488,-0.501494771645751,-1.0130724502589556,-1.9171893927443424,0.35815469931282323,0.3299390712764365,-1.5675250244283179,-0.015220073067683292,0,1,0.83,1.0,68.235885
Shredded Wheat 'n'Bran,3,0,-0.8721886261812288,0.41791230970479254,-1.0130724502589556,-1.9171893927443424,0.7804810675683727,1.0356420848399257,-1.5675250244283179,0.6201721339145142,0,1,1.0,0.67,74.472949
Shredded Wheat spoon size,3,0,-0.8721886261812288,0.41791230970479254,-1.0130724502589556,-1.9171893927443424,0.35815469931282323,1.2708764226944222,-1.5675250244283179,0.337775597477982,0,1,1.0,0.67,72.801787
Smacks,2,0,0.1610194386796114,-0.501494771645751,-0.01298810833665317,-1.0767135223179898,-0.4864980371982756,-1.3167012937050384,1.829269353085204,-0.791810548268147,25,2,1.0,0.75,31.230054
Special K,2,0,0.1610194386796114,3.176133553756423,-1.0130724502589556,0.8443741815136734,-0.4864980371982756,0.3299390712764365,-0.8881661489256135,-0.5800131459407478,25,1,1.0,1.0,53.131324
Strawberry Fruit Wheats,3,0,-0.8721886261812288,-0.501494771645751,-1.0130724502589556,-1.7370874205101239,0.35815469931282323,0.09470473342194012,-0.4352602319238106,-0.08581920717681635,25,2,1.0,1.0,59.363993
Total Corn Flakes,1,0,0.1610194386796114,-0.501494771645751,-0.01298810833665317,0.48417023704523654,-0.908824405453825,1.5061107605489186,-0.8881661489256135,-0.86240968237728,100,3,1.0,1.0,38.839746
Total Raisin Bran,1,0,1.7108315359708717,0.41791230970479254,-0.01298810833665317,0.3641022555557576,0.7804810675683727,0.09470473342194012,1.6028163945843024,1.8909565478789092,100,3,1.5,1.0,28.592785
Total Whole Grain,1,0,-0.3555845937508087,0.41791230970479254,-0.01298810833665317,0.48417023704523654,0.35815469931282323,0.3299390712764365,-0.8881661489256135,0.19657732925971588,100,3,1.0,1.0,46.658844
Triples,1,0,0.1610194386796114,-0.501494771645751,-0.01298810833665317,1.0845101444926313,-0.908824405453825,1.5061107605489186,-0.8881661489256135,-0.5094140118316147,25,3,1.0,0.75,39.106174
Trix,1,0,0.1610194386796114,-1.4209018529962945,-0.01298810833665317,-0.23623765189163715,-0.908824405453825,-0.37576394228705273,1.1499104775824995,-1.0036079505955462,25,2,1.0,1.0,27.753301
Wheat Chex,6,0,-0.3555845937508087,0.41791230970479254,-0.01298810833665317,0.8443741815136734,0.35815469931282323,0.565173409130933,-0.8881661489256135,0.2671764633688489,25,1,1.0,0.67,49.787445
Wheaties,1,0,-0.3555845937508087,0.41791230970479254,-0.01298810833665317,0.48417023704523654,0.35815469931282323,0.565173409130933,-0.8881661489256135,0.19657732925971588,25,1,1.0,1.0,51.592193
Wheaties Honey Gold,1,0,0.1610194386796114,-0.501494771645751,-0.01298810833665317,0.48417023704523654,-0.4864980371982756,0.3299390712764365,0.24409864357889371,-0.5094140118316147,25,1,1.0,0.75,36.187559
